working_df_idx,original_samplename,chunk_id,filepath,primary_label,secondary_labels,matches_primary,matches_secondary,top_class
6247,cargra1-XC357036,7,/kaggle/input/birdclef-2025/train_audio/cargra1/XC357036.ogg,cargra1,[''],False,False,bugtan
6247,cargra1-XC357036,8,/kaggle/input/birdclef-2025/train_audio/cargra1/XC357036.ogg,cargra1,[''],False,False,gytwaf1
6247,cargra1-XC357036,9,/kaggle/input/birdclef-2025/train_audio/cargra1/XC357036.ogg,cargra1,[''],False,False,watsta1
6247,cargra1-XC357036,10,/kaggle/input/birdclef-2025/train_audio/cargra1/XC357036.ogg,cargra1,[''],False,False,gytwaf1
6248,cargra1-XC385163,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC385163.ogg,cargra1,[''],False,False,magwoo1
6248,cargra1-XC385163,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC385163.ogg,cargra1,[''],False,False,eueowl1
6248,cargra1-XC385163,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC385163.ogg,cargra1,[''],False,False,beasun2
6248,cargra1-XC385163,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC385163.ogg,cargra1,[''],False,False,rusflo1
6249,cargra1-XC385367,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC385367.ogg,cargra1,[''],False,False,plbeme1
6249,cargra1-XC385367,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC385367.ogg,cargra1,[''],False,False,plbeme1
6250,cargra1-XC385368,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC385368.ogg,cargra1,[''],False,False,grebit1
6250,cargra1-XC385368,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC385368.ogg,cargra1,[''],False,False,grebit1
6250,cargra1-XC385368,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC385368.ogg,cargra1,[''],False,False,grebit1
6250,cargra1-XC385368,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC385368.ogg,cargra1,[''],False,False,grebit1
6250,cargra1-XC385368,4,/kaggle/input/birdclef-2025/train_audio/cargra1/XC385368.ogg,cargra1,[''],False,False,grebit1
6251,cargra1-XC387190,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC387190.ogg,cargra1,[''],False,False,buwcin1
6251,cargra1-XC387190,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC387190.ogg,cargra1,[''],False,False,blbcon1
6251,cargra1-XC387190,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC387190.ogg,cargra1,[''],False,False,gryfin1
6251,cargra1-XC387190,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC387190.ogg,cargra1,[''],False,False,buwcin1
6252,cargra1-XC387947,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC387947.ogg,cargra1,[''],False,False,raista1
6252,cargra1-XC387947,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC387947.ogg,cargra1,[''],False,False,manhum1
6252,cargra1-XC387947,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC387947.ogg,cargra1,[''],False,False,rusflo1
6252,cargra1-XC387947,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC387947.ogg,cargra1,[''],False,False,grttra1
6253,cargra1-XC387950,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC387950.ogg,cargra1,[''],False,False,yefgra1
6253,cargra1-XC387950,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC387950.ogg,cargra1,[''],False,False,pacwre1
6253,cargra1-XC387950,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC387950.ogg,cargra1,[''],False,False,yefgra1
6254,cargra1-XC402575,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC402575.ogg,cargra1,[''],False,False,guitan1
6254,cargra1-XC402575,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC402575.ogg,cargra1,[''],False,False,yefgra1
6254,cargra1-XC402575,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC402575.ogg,cargra1,[''],False,False,marwre
6255,cargra1-XC403404,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC403404.ogg,cargra1,[''],False,False,slcfly1
6255,cargra1-XC403404,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC403404.ogg,cargra1,[''],False,False,fabbri1
6255,cargra1-XC403404,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC403404.ogg,cargra1,[''],False,False,slcfly1
6255,cargra1-XC403404,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC403404.ogg,cargra1,[''],False,False,slcfly1
6256,cargra1-XC404349,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC404349.ogg,cargra1,[''],False,False,redfod1
6256,cargra1-XC404349,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC404349.ogg,cargra1,[''],False,False,rentan1
6256,cargra1-XC404349,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC404349.ogg,cargra1,[''],False,False,cobtan1
6256,cargra1-XC404349,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC404349.ogg,cargra1,[''],False,False,redfod1
6257,cargra1-XC407059,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC407059.ogg,cargra1,[''],False,False,paptho1
6257,cargra1-XC407059,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC407059.ogg,cargra1,[''],False,False,bktspa
6257,cargra1-XC407059,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC407059.ogg,cargra1,[''],False,False,malsun1
6257,cargra1-XC407059,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC407059.ogg,cargra1,[''],False,False,yefgra1
6257,cargra1-XC407059,4,/kaggle/input/birdclef-2025/train_audio/cargra1/XC407059.ogg,cargra1,[''],False,False,eurbul
6257,cargra1-XC407059,5,/kaggle/input/birdclef-2025/train_audio/cargra1/XC407059.ogg,cargra1,[''],False,False,comchi1
6257,cargra1-XC407059,6,/kaggle/input/birdclef-2025/train_audio/cargra1/XC407059.ogg,cargra1,[''],False,False,coatit2
6257,cargra1-XC407059,7,/kaggle/input/birdclef-2025/train_audio/cargra1/XC407059.ogg,cargra1,[''],False,False,inltho1
6257,cargra1-XC407059,8,/kaggle/input/birdclef-2025/train_audio/cargra1/XC407059.ogg,cargra1,[''],False,False,comchi1
6258,cargra1-XC407813,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC407813.ogg,cargra1,[''],False,False,gryfin1
6258,cargra1-XC407813,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC407813.ogg,cargra1,[''],False,False,comkin1
6258,cargra1-XC407813,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC407813.ogg,cargra1,[''],False,False,oprtan1
6259,cargra1-XC418796,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418796.ogg,cargra1,[''],False,False,paltan1
6259,cargra1-XC418796,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418796.ogg,cargra1,[''],False,False,stther2
6259,cargra1-XC418796,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418796.ogg,cargra1,[''],False,False,yellow2
6259,cargra1-XC418796,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418796.ogg,cargra1,[''],False,False,eurbul
6259,cargra1-XC418796,4,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418796.ogg,cargra1,[''],False,False,ciwfin2
6259,cargra1-XC418796,5,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418796.ogg,cargra1,[''],False,False,tibsno1
6260,cargra1-XC418798,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418798.ogg,cargra1,[''],False,False,lamtan1
6260,cargra1-XC418798,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418798.ogg,cargra1,[''],False,False,lamtan1
6260,cargra1-XC418798,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418798.ogg,cargra1,[''],False,False,lamtan1
6260,cargra1-XC418798,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418798.ogg,cargra1,[''],False,False,whfibi
6260,cargra1-XC418798,4,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418798.ogg,cargra1,[''],False,False,horlar
6260,cargra1-XC418798,5,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418798.ogg,cargra1,[''],False,False,lamtan1
6260,cargra1-XC418798,6,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418798.ogg,cargra1,[''],False,False,whiwag
6260,cargra1-XC418798,7,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418798.ogg,cargra1,[''],False,False,whiwag
6260,cargra1-XC418798,8,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418798.ogg,cargra1,[''],False,False,fotdro1
6260,cargra1-XC418798,9,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418798.ogg,cargra1,[''],True,False,cargra1
6261,cargra1-XC418799,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418799.ogg,cargra1,[''],False,False,grtgol1
6261,cargra1-XC418799,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418799.ogg,cargra1,[''],False,False,lamtan1
6262,cargra1-XC420718,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420718.ogg,cargra1,[''],False,False,fotwoo1
6262,cargra1-XC420718,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420718.ogg,cargra1,[''],False,False,sbmtan1
6262,cargra1-XC420718,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420718.ogg,cargra1,[''],False,False,yelgul1
6262,cargra1-XC420718,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420718.ogg,cargra1,[''],False,False,lamtan1
6262,cargra1-XC420718,4,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420718.ogg,cargra1,[''],False,False,moipig1
6262,cargra1-XC420718,5,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420718.ogg,cargra1,[''],False,False,amebit
6262,cargra1-XC420718,6,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420718.ogg,cargra1,[''],False,False,rubwre2
6262,cargra1-XC420718,7,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420718.ogg,cargra1,[''],False,False,blhhem1
6262,cargra1-XC420718,8,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420718.ogg,cargra1,[''],False,False,eurbla
6262,cargra1-XC420718,9,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420718.ogg,cargra1,[''],False,False,banana
6262,cargra1-XC420718,10,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420718.ogg,cargra1,[''],False,False,goldcr1
6262,cargra1-XC420718,11,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420718.ogg,cargra1,[''],False,False,hazgro1
6263,cargra1-XC420719,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420719.ogg,cargra1,[''],False,False,guitan1
6263,cargra1-XC420719,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420719.ogg,cargra1,[''],False,False,slaflo1
6263,cargra1-XC420719,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420719.ogg,cargra1,[''],False,False,banana
6263,cargra1-XC420719,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420719.ogg,cargra1,[''],False,False,guitan1
6263,cargra1-XC420719,4,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420719.ogg,cargra1,[''],False,False,rubher
6263,cargra1-XC420719,5,/kaggle/input/birdclef-2025/train_audio/cargra1/XC420719.ogg,cargra1,[''],False,False,lamtan1
6264,cargra1-XC457217,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC457217.ogg,cargra1,[''],False,False,gryfin1
6264,cargra1-XC457217,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC457217.ogg,cargra1,[''],False,False,euptit1
6264,cargra1-XC457217,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC457217.ogg,cargra1,[''],False,False,gryfin1
6265,cargra1-XC460428,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460428.ogg,cargra1,[''],False,False,bargoo
6265,cargra1-XC460428,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460428.ogg,cargra1,[''],False,False,yefgra1
6265,cargra1-XC460428,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460428.ogg,cargra1,[''],False,False,lamtan1
6265,cargra1-XC460428,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460428.ogg,cargra1,[''],False,False,yefgra1
6265,cargra1-XC460428,4,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460428.ogg,cargra1,[''],False,False,yefgra1
6265,cargra1-XC460428,5,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460428.ogg,cargra1,[''],False,False,lamtan1
6265,cargra1-XC460428,6,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460428.ogg,cargra1,[''],False,False,bargoo
6266,cargra1-XC460429,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460429.ogg,cargra1,[''],False,False,lecspa
6266,cargra1-XC460429,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460429.ogg,cargra1,[''],False,False,lecspa
6266,cargra1-XC460429,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460429.ogg,cargra1,[''],False,False,lecspa
6266,cargra1-XC460429,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460429.ogg,cargra1,[''],False,False,lecspa
6266,cargra1-XC460429,4,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460429.ogg,cargra1,[''],False,False,lecspa
6266,cargra1-XC460429,5,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460429.ogg,cargra1,[''],False,False,lecspa
6266,cargra1-XC460429,6,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460429.ogg,cargra1,[''],False,False,lecspa
6266,cargra1-XC460429,7,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460429.ogg,cargra1,[''],False,False,gilhum1
6266,cargra1-XC460429,8,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460429.ogg,cargra1,[''],False,False,eurbul
6266,cargra1-XC460429,9,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460429.ogg,cargra1,[''],False,False,ortbun1
6266,cargra1-XC460429,10,/kaggle/input/birdclef-2025/train_audio/cargra1/XC460429.ogg,cargra1,[''],False,False,lecspa
6267,cargra1-XC469776,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC469776.ogg,cargra1,[''],False,False,coatit2
6267,cargra1-XC469776,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC469776.ogg,cargra1,[''],False,False,coatit2
6268,cargra1-XC495793,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC495793.ogg,cargra1,[''],False,False,whstan1
6269,cargra1-XC495794,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC495794.ogg,cargra1,[''],False,False,daejun
6270,cargra1-XC538626,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC538626.ogg,cargra1,[''],False,False,blcwar1
6270,cargra1-XC538626,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC538626.ogg,cargra1,[''],False,False,manhum1
6270,cargra1-XC538626,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC538626.ogg,cargra1,[''],False,False,crebec1
6270,cargra1-XC538626,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC538626.ogg,cargra1,[''],False,False,cobtan1
6271,cargra1-XC538627,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC538627.ogg,cargra1,[''],False,False,arcwar1
6271,cargra1-XC538627,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC538627.ogg,cargra1,[''],False,False,slcfly1
6271,cargra1-XC538627,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC538627.ogg,cargra1,[''],False,False,arcwar1
6272,cargra1-XC582525,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC582525.ogg,cargra1,[''],False,False,gryfin1
6272,cargra1-XC582525,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC582525.ogg,cargra1,[''],False,False,pifgoo
6272,cargra1-XC582525,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC582525.ogg,cargra1,[''],False,False,pifgoo
6272,cargra1-XC582525,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC582525.ogg,cargra1,[''],False,False,blawoo1
6272,cargra1-XC582525,4,/kaggle/input/birdclef-2025/train_audio/cargra1/XC582525.ogg,cargra1,[''],False,False,rubcon1
6272,cargra1-XC582525,5,/kaggle/input/birdclef-2025/train_audio/cargra1/XC582525.ogg,cargra1,[''],False,False,comqua1
6272,cargra1-XC582525,6,/kaggle/input/birdclef-2025/train_audio/cargra1/XC582525.ogg,cargra1,[''],False,False,gryfin1
6273,cargra1-XC589681,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC589681.ogg,cargra1,[''],False,False,bugtan
6273,cargra1-XC589681,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC589681.ogg,cargra1,[''],False,False,grtgol1
6274,cargra1-XC622472,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC622472.ogg,cargra1,[''],False,False,lamtan1
6275,cargra1-XC622473,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC622473.ogg,cargra1,[''],False,False,winwre4
6275,cargra1-XC622473,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC622473.ogg,cargra1,[''],False,False,soobab1
6276,cargra1-XC706572,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC706572.ogg,cargra1,[''],False,False,coatit2
6276,cargra1-XC706572,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC706572.ogg,cargra1,[''],False,False,coatit2
6276,cargra1-XC706572,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC706572.ogg,cargra1,[''],False,False,coatit2
6277,cargra1-XC754052,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC754052.ogg,cargra1,[''],False,False,gretit1
6277,cargra1-XC754052,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC754052.ogg,cargra1,[''],False,False,blutit
6277,cargra1-XC754052,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC754052.ogg,cargra1,[''],False,False,rubher
6278,cargra1-XC754053,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC754053.ogg,cargra1,[''],False,False,rusflo1
6278,cargra1-XC754053,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC754053.ogg,cargra1,[''],False,False,daejun
6278,cargra1-XC754053,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC754053.ogg,cargra1,[''],False,False,asbfly
6279,cargra1-XC754054,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC754054.ogg,cargra1,[''],False,False,oprtan1
6279,cargra1-XC754054,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC754054.ogg,cargra1,[''],False,False,banana
6279,cargra1-XC754054,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC754054.ogg,cargra1,[''],False,False,yebsee1
6279,cargra1-XC754054,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC754054.ogg,cargra1,[''],False,False,banana
6279,cargra1-XC754054,4,/kaggle/input/birdclef-2025/train_audio/cargra1/XC754054.ogg,cargra1,[''],False,False,grtgol1
6280,cargra1-XC760370,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,blared1
6280,cargra1-XC760370,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,whehum
6280,cargra1-XC760370,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,pmtspi1
6280,cargra1-XC760370,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,reebun
6280,cargra1-XC760370,4,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,evweye1
6280,cargra1-XC760370,5,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,golpar2
6280,cargra1-XC760370,6,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,grywag
6280,cargra1-XC760370,7,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,yellow2
6280,cargra1-XC760370,8,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,coatit2
6280,cargra1-XC760370,9,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,croslf1
6280,cargra1-XC760370,10,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,redcro
6280,cargra1-XC760370,11,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,parhem1
6280,cargra1-XC760370,12,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,fithum1
6280,cargra1-XC760370,13,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,saffin
6280,cargra1-XC760370,14,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,coatit2
6280,cargra1-XC760370,15,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,cincon1
6280,cargra1-XC760370,16,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,rucspa1
6280,cargra1-XC760370,17,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,goldcr1
6280,cargra1-XC760370,18,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,saffin
6280,cargra1-XC760370,19,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,buggna
6280,cargra1-XC760370,20,/kaggle/input/birdclef-2025/train_audio/cargra1/XC760370.ogg,cargra1,[''],False,False,varant2
6281,cargra1-XC766628,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC766628.ogg,cargra1,[''],False,False,soogra2
6282,cargra1-XC827731,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC827731.ogg,cargra1,[''],False,False,euptit1
6282,cargra1-XC827731,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC827731.ogg,cargra1,[''],False,False,coatit2
6282,cargra1-XC827731,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC827731.ogg,cargra1,[''],False,False,olehem1
6283,cargra1-XC837575,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC837575.ogg,cargra1,[''],False,False,refspi1
6283,cargra1-XC837575,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC837575.ogg,cargra1,[''],False,False,oprtan1
6284,cargra1-XC838672,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC838672.ogg,cargra1,[''],False,False,cobtan1
6284,cargra1-XC838672,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC838672.ogg,cargra1,[''],False,False,tawowl1
6284,cargra1-XC838672,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC838672.ogg,cargra1,[''],False,False,lamtan1
6285,cargra1-XC858892,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC858892.ogg,cargra1,[''],False,False,inchum1
6285,cargra1-XC858892,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC858892.ogg,cargra1,[''],False,False,rebgra1
6286,cargra1-XC909274,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC909274.ogg,cargra1,[''],False,False,stfgle1
6286,cargra1-XC909274,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC909274.ogg,cargra1,[''],False,False,wiltit1
6286,cargra1-XC909274,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC909274.ogg,cargra1,[''],False,False,bnhcow
6286,cargra1-XC909274,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC909274.ogg,cargra1,[''],False,False,stfgle1
6286,cargra1-XC909274,4,/kaggle/input/birdclef-2025/train_audio/cargra1/XC909274.ogg,cargra1,[''],False,False,winwre4
6286,cargra1-XC909274,5,/kaggle/input/birdclef-2025/train_audio/cargra1/XC909274.ogg,cargra1,[''],False,False,ruewea1
6287,cargra1-XC9495,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC9495.ogg,cargra1,[''],False,False,whsflu1
6287,cargra1-XC9495,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC9495.ogg,cargra1,[''],False,False,eaywag1
6288,cargra1-XC9496,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC9496.ogg,cargra1,[''],False,False,yeofly1
6288,cargra1-XC9496,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC9496.ogg,cargra1,[''],False,False,spotow
6288,cargra1-XC9496,2,/kaggle/input/birdclef-2025/train_audio/cargra1/XC9496.ogg,cargra1,[''],False,False,palbun
6288,cargra1-XC9496,3,/kaggle/input/birdclef-2025/train_audio/cargra1/XC9496.ogg,cargra1,[''],False,False,pardus2
6288,cargra1-XC9496,4,/kaggle/input/birdclef-2025/train_audio/cargra1/XC9496.ogg,cargra1,[''],False,False,brodip1
6289,cargra1-XC9497,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC9497.ogg,cargra1,[''],False,False,nswowl
6290,cargra1-XC9498,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC9498.ogg,cargra1,[''],False,False,litowl1
6291,cargra1-XC9499,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC9499.ogg,cargra1,[''],False,False,uswowl1
6291,cargra1-XC9499,1,/kaggle/input/birdclef-2025/train_audio/cargra1/XC9499.ogg,cargra1,[''],False,False,tepant1
6292,cargra1-XC9500,0,/kaggle/input/birdclef-2025/train_audio/cargra1/XC9500.ogg,cargra1,[''],False,False,yelwar1
6293,cargra1-iNat1042429,0,/kaggle/input/birdclef-2025/train_audio/cargra1/iNat1042429.ogg,cargra1,[''],False,False,bltsta2
6293,cargra1-iNat1042429,1,/kaggle/input/birdclef-2025/train_audio/cargra1/iNat1042429.ogg,cargra1,[''],False,False,bltsta2
6293,cargra1-iNat1042429,2,/kaggle/input/birdclef-2025/train_audio/cargra1/iNat1042429.ogg,cargra1,[''],False,False,bltsta2
6294,cargra1-iNat1266245,0,/kaggle/input/birdclef-2025/train_audio/cargra1/iNat1266245.ogg,cargra1,[''],False,False,ortbun1
6295,cargra1-iNat1276955,0,/kaggle/input/birdclef-2025/train_audio/cargra1/iNat1276955.ogg,cargra1,[''],False,False,eubeat1
6296,cargra1-iNat1276956,0,/kaggle/input/birdclef-2025/train_audio/cargra1/iNat1276956.ogg,cargra1,[''],False,False,lamtan1
6296,cargra1-iNat1276956,1,/kaggle/input/birdclef-2025/train_audio/cargra1/iNat1276956.ogg,cargra1,[''],False,False,coatit2
6297,cargra1-iNat1276958,0,/kaggle/input/birdclef-2025/train_audio/cargra1/iNat1276958.ogg,cargra1,[''],True,False,cargra1
6298,cargra1-iNat1276962,0,/kaggle/input/birdclef-2025/train_audio/cargra1/iNat1276962.ogg,cargra1,[''],False,False,rubwre2
6298,cargra1-iNat1276962,1,/kaggle/input/birdclef-2025/train_audio/cargra1/iNat1276962.ogg,cargra1,[''],False,False,pebcon1
6299,cargra1-iNat142626,0,/kaggle/input/birdclef-2025/train_audio/cargra1/iNat142626.ogg,cargra1,[''],False,False,whbcon1
6299,cargra1-iNat142626,1,/kaggle/input/birdclef-2025/train_audio/cargra1/iNat142626.ogg,cargra1,[''],False,False,whbcon1
6299,cargra1-iNat142626,2,/kaggle/input/birdclef-2025/train_audio/cargra1/iNat142626.ogg,cargra1,[''],False,False,grtgol1
