working_df_idx,samplename,chunk_id,filepath,primary_label,secondary_labels,matches_primary,matches_secondary,top_class
5796,bugtan-XC65965-3,3,/kaggle/input/birdclef-2025/train_audio/bugtan/XC65965.ogg,bugtan,"['ywcpar', 'whtdov']",True,False,bugtan
5836,bugtan-XC905403-0,0,/kaggle/input/birdclef-2025/train_audio/bugtan/XC905403.ogg,bugtan,[''],True,False,bugtan
5843,bugtan-XC946265-0,0,/kaggle/input/birdclef-2025/train_audio/bugtan/XC946265.ogg,bugtan,[''],True,False,bugtan
5845,bugtan-XC946267-1,1,/kaggle/input/birdclef-2025/train_audio/bugtan/XC946267.ogg,bugtan,[''],True,False,bugtan
5904,bugtan-iNat51282-0,0,/kaggle/input/birdclef-2025/train_audio/bugtan/iNat51282.ogg,bugtan,[''],True,False,bugtan
5904,bugtan-iNat51282-1,1,/kaggle/input/birdclef-2025/train_audio/bugtan/iNat51282.ogg,bugtan,[''],True,False,bugtan
5904,bugtan-iNat51282-2,2,/kaggle/input/birdclef-2025/train_audio/bugtan/iNat51282.ogg,bugtan,[''],True,False,bugtan
5928,bugtan-iNat79374-0,0,/kaggle/input/birdclef-2025/train_audio/bugtan/iNat79374.ogg,bugtan,[''],True,False,bugtan
5928,bugtan-iNat79374-1,1,/kaggle/input/birdclef-2025/train_audio/bugtan/iNat79374.ogg,bugtan,[''],True,False,bugtan
6043,butsal1-XC325676-5,5,/kaggle/input/birdclef-2025/train_audio/butsal1/XC325676.ogg,butsal1,[''],True,False,butsal1
6260,cargra1-XC418798-9,9,/kaggle/input/birdclef-2025/train_audio/cargra1/XC418798.ogg,cargra1,[''],True,False,cargra1
6297,cargra1-iNat1276958-0,0,/kaggle/input/birdclef-2025/train_audio/cargra1/iNat1276958.ogg,cargra1,[''],True,False,cargra1
6339,cattyr-XC221040-0,0,/kaggle/input/birdclef-2025/train_audio/cattyr/XC221040.ogg,cattyr,[''],True,False,cattyr
6339,cattyr-XC221040-1,1,/kaggle/input/birdclef-2025/train_audio/cattyr/XC221040.ogg,cattyr,[''],True,False,cattyr
6341,cattyr-XC225321-2,2,/kaggle/input/birdclef-2025/train_audio/cattyr/XC225321.ogg,cattyr,[''],True,False,cattyr
6342,cattyr-XC245514-0,0,/kaggle/input/birdclef-2025/train_audio/cattyr/XC245514.ogg,cattyr,"['pirfly1', 'yercac1', 'grekis']",False,True,grekis
6397,cattyr-XC705477-30,30,/kaggle/input/birdclef-2025/train_audio/cattyr/XC705477.ogg,cattyr,"['strcuc1', 'grekis', 'gycwor1']",False,True,grekis
6397,cattyr-XC705477-31,31,/kaggle/input/birdclef-2025/train_audio/cattyr/XC705477.ogg,cattyr,"['strcuc1', 'grekis', 'gycwor1']",False,True,grekis
6402,cattyr-XC708822-21,21,/kaggle/input/birdclef-2025/train_audio/cattyr/XC708822.ogg,cattyr,"['bobfly1', 'creoro1', 'whtdov', 'yercac1', 'pavpig2', 'baymac']",False,True,creoro1
6435,cattyr-iNat879198-0,0,/kaggle/input/birdclef-2025/train_audio/cattyr/iNat879198.ogg,cattyr,[''],True,False,cattyr
6435,cattyr-iNat879198-3,3,/kaggle/input/birdclef-2025/train_audio/cattyr/iNat879198.ogg,cattyr,[''],True,False,cattyr
6749,chfmac1-XC260387-0,0,/kaggle/input/birdclef-2025/train_audio/chfmac1/XC260387.ogg,chfmac1,[''],True,False,chfmac1
6749,chfmac1-XC260387-1,1,/kaggle/input/birdclef-2025/train_audio/chfmac1/XC260387.ogg,chfmac1,[''],True,False,chfmac1
6839,chfmac1-iNat637226-0,0,/kaggle/input/birdclef-2025/train_audio/chfmac1/iNat637226.ogg,chfmac1,[''],True,False,chfmac1
6839,chfmac1-iNat637226-2,2,/kaggle/input/birdclef-2025/train_audio/chfmac1/iNat637226.ogg,chfmac1,[''],True,False,chfmac1
6887,cinbec1-XC414909-4,4,/kaggle/input/birdclef-2025/train_audio/cinbec1/XC414909.ogg,cinbec1,[''],True,False,cinbec1
7050,cocwoo1-XC544058-0,0,/kaggle/input/birdclef-2025/train_audio/cocwoo1/XC544058.ogg,cocwoo1,"['cregua1', 'whtdov', 'bkmtou1']",True,False,cocwoo1
7177,colcha1-XC158213-6,6,/kaggle/input/birdclef-2025/train_audio/colcha1/XC158213.ogg,colcha1,[''],True,False,colcha1
7177,colcha1-XC158213-8,8,/kaggle/input/birdclef-2025/train_audio/colcha1/XC158213.ogg,colcha1,[''],True,False,colcha1
7195,colcha1-XC353889-3,3,/kaggle/input/birdclef-2025/train_audio/colcha1/XC353889.ogg,colcha1,[''],True,False,colcha1
7196,colcha1-XC353890-4,4,/kaggle/input/birdclef-2025/train_audio/colcha1/XC353890.ogg,colcha1,[''],True,False,colcha1
7331,compau-XC123149-7,7,/kaggle/input/birdclef-2025/train_audio/compau/XC123149.ogg,compau,[''],True,False,compau
7487,compau-XC352298-3,3,/kaggle/input/birdclef-2025/train_audio/compau/XC352298.ogg,compau,[''],True,False,compau
7487,compau-XC352298-5,5,/kaggle/input/birdclef-2025/train_audio/compau/XC352298.ogg,compau,[''],True,False,compau
7503,compau-XC387885-1,1,/kaggle/input/birdclef-2025/train_audio/compau/XC387885.ogg,compau,[''],True,False,compau
7503,compau-XC387885-3,3,/kaggle/input/birdclef-2025/train_audio/compau/XC387885.ogg,compau,[''],True,False,compau
7582,compau-XC525622-1,1,/kaggle/input/birdclef-2025/train_audio/compau/XC525622.ogg,compau,[''],True,False,compau
7585,compau-XC525625-0,0,/kaggle/input/birdclef-2025/train_audio/compau/XC525625.ogg,compau,[''],True,False,compau
7585,compau-XC525625-1,1,/kaggle/input/birdclef-2025/train_audio/compau/XC525625.ogg,compau,[''],True,False,compau
7585,compau-XC525625-4,4,/kaggle/input/birdclef-2025/train_audio/compau/XC525625.ogg,compau,[''],True,False,compau
7585,compau-XC525625-5,5,/kaggle/input/birdclef-2025/train_audio/compau/XC525625.ogg,compau,[''],True,False,compau
7585,compau-XC525625-9,9,/kaggle/input/birdclef-2025/train_audio/compau/XC525625.ogg,compau,[''],True,False,compau
7585,compau-XC525625-10,10,/kaggle/input/birdclef-2025/train_audio/compau/XC525625.ogg,compau,[''],True,False,compau
7711,compau-XC861506-13,13,/kaggle/input/birdclef-2025/train_audio/compau/XC861506.ogg,compau,[''],True,False,compau
7711,compau-XC861506-14,14,/kaggle/input/birdclef-2025/train_audio/compau/XC861506.ogg,compau,[''],True,False,compau
7793,compau-iNat1227362-1,1,/kaggle/input/birdclef-2025/train_audio/compau/iNat1227362.ogg,compau,[''],True,False,compau
8146,compot1-XC186859-0,0,/kaggle/input/birdclef-2025/train_audio/compot1/XC186859.ogg,compot1,[''],True,False,compot1
8153,compot1-XC232649-7,7,/kaggle/input/birdclef-2025/train_audio/compot1/XC232649.ogg,compot1,['compau'],False,True,compau
8175,compot1-XC343027-0,0,/kaggle/input/birdclef-2025/train_audio/compot1/XC343027.ogg,compot1,[''],True,False,compot1
8175,compot1-XC343027-2,2,/kaggle/input/birdclef-2025/train_audio/compot1/XC343027.ogg,compot1,[''],True,False,compot1
8183,compot1-XC365172-0,0,/kaggle/input/birdclef-2025/train_audio/compot1/XC365172.ogg,compot1,[''],True,False,compot1
8189,compot1-XC393360-0,0,/kaggle/input/birdclef-2025/train_audio/compot1/XC393360.ogg,compot1,[''],True,False,compot1
8190,compot1-XC415537-0,0,/kaggle/input/birdclef-2025/train_audio/compot1/XC415537.ogg,compot1,[''],True,False,compot1
8198,compot1-XC452470-0,0,/kaggle/input/birdclef-2025/train_audio/compot1/XC452470.ogg,compot1,[''],True,False,compot1
8250,compot1-XC613978-1,1,/kaggle/input/birdclef-2025/train_audio/compot1/XC613978.ogg,compot1,[''],True,False,compot1
8250,compot1-XC613978-7,7,/kaggle/input/birdclef-2025/train_audio/compot1/XC613978.ogg,compot1,[''],True,False,compot1
8250,compot1-XC613978-9,9,/kaggle/input/birdclef-2025/train_audio/compot1/XC613978.ogg,compot1,[''],True,False,compot1
8269,compot1-XC73978-0,0,/kaggle/input/birdclef-2025/train_audio/compot1/XC73978.ogg,compot1,[''],True,False,compot1
8269,compot1-XC73978-3,3,/kaggle/input/birdclef-2025/train_audio/compot1/XC73978.ogg,compot1,[''],True,False,compot1
8269,compot1-XC73978-6,6,/kaggle/input/birdclef-2025/train_audio/compot1/XC73978.ogg,compot1,[''],True,False,compot1
8785,crbtan1-XC32224-0,0,/kaggle/input/birdclef-2025/train_audio/crbtan1/XC32224.ogg,crbtan1,['banana'],False,True,banana
8838,crcwoo1-XC130736-46,46,/kaggle/input/birdclef-2025/train_audio/crcwoo1/XC130736.ogg,crcwoo1,[''],True,False,crcwoo1
8951,crcwoo1-XC838073-0,0,/kaggle/input/birdclef-2025/train_audio/crcwoo1/XC838073.ogg,crcwoo1,[''],True,False,crcwoo1
9041,cregua1-XC245430-2,2,/kaggle/input/birdclef-2025/train_audio/cregua1/XC245430.ogg,cregua1,['creoro1'],False,True,creoro1
9041,cregua1-XC245430-4,4,/kaggle/input/birdclef-2025/train_audio/cregua1/XC245430.ogg,cregua1,['creoro1'],True,False,cregua1
9102,creoro1-XC122317-3,3,/kaggle/input/birdclef-2025/train_audio/creoro1/XC122317.ogg,creoro1,[''],True,False,creoro1
9103,creoro1-XC122330-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC122330.ogg,creoro1,[''],True,False,creoro1
9103,creoro1-XC122330-1,1,/kaggle/input/birdclef-2025/train_audio/creoro1/XC122330.ogg,creoro1,[''],True,False,creoro1
9103,creoro1-XC122330-4,4,/kaggle/input/birdclef-2025/train_audio/creoro1/XC122330.ogg,creoro1,[''],True,False,creoro1
9103,creoro1-XC122330-5,5,/kaggle/input/birdclef-2025/train_audio/creoro1/XC122330.ogg,creoro1,[''],True,False,creoro1
9103,creoro1-XC122330-10,10,/kaggle/input/birdclef-2025/train_audio/creoro1/XC122330.ogg,creoro1,[''],True,False,creoro1
9104,creoro1-XC122594-2,2,/kaggle/input/birdclef-2025/train_audio/creoro1/XC122594.ogg,creoro1,[''],True,False,creoro1
9105,creoro1-XC122595-3,3,/kaggle/input/birdclef-2025/train_audio/creoro1/XC122595.ogg,creoro1,[''],True,False,creoro1
9109,creoro1-XC128953-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC128953.ogg,creoro1,[''],True,False,creoro1
9112,creoro1-XC144446-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC144446.ogg,creoro1,[''],True,False,creoro1
9113,creoro1-XC148324-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC148324.ogg,creoro1,[''],True,False,creoro1
9113,creoro1-XC148324-3,3,/kaggle/input/birdclef-2025/train_audio/creoro1/XC148324.ogg,creoro1,[''],True,False,creoro1
9122,creoro1-XC197549-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC197549.ogg,creoro1,[''],True,False,creoro1
9125,creoro1-XC212837-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC212837.ogg,creoro1,[''],True,False,creoro1
9127,creoro1-XC212839-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC212839.ogg,creoro1,[''],True,False,creoro1
9127,creoro1-XC212839-4,4,/kaggle/input/birdclef-2025/train_audio/creoro1/XC212839.ogg,creoro1,[''],True,False,creoro1
9129,creoro1-XC2198-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC2198.ogg,creoro1,['whtdov'],True,False,creoro1
9130,creoro1-XC234315-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC234315.ogg,creoro1,[''],True,False,creoro1
9130,creoro1-XC234315-2,2,/kaggle/input/birdclef-2025/train_audio/creoro1/XC234315.ogg,creoro1,[''],True,False,creoro1
9130,creoro1-XC234315-3,3,/kaggle/input/birdclef-2025/train_audio/creoro1/XC234315.ogg,creoro1,[''],True,False,creoro1
9130,creoro1-XC234315-4,4,/kaggle/input/birdclef-2025/train_audio/creoro1/XC234315.ogg,creoro1,[''],True,False,creoro1
9131,creoro1-XC236074-2,2,/kaggle/input/birdclef-2025/train_audio/creoro1/XC236074.ogg,creoro1,[''],True,False,creoro1
9131,creoro1-XC236074-3,3,/kaggle/input/birdclef-2025/train_audio/creoro1/XC236074.ogg,creoro1,[''],True,False,creoro1
9134,creoro1-XC2376-1,1,/kaggle/input/birdclef-2025/train_audio/creoro1/XC2376.ogg,creoro1,[''],True,False,creoro1
9134,creoro1-XC2376-4,4,/kaggle/input/birdclef-2025/train_audio/creoro1/XC2376.ogg,creoro1,[''],True,False,creoro1
9138,creoro1-XC245236-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC245236.ogg,creoro1,[''],True,False,creoro1
9138,creoro1-XC245236-3,3,/kaggle/input/birdclef-2025/train_audio/creoro1/XC245236.ogg,creoro1,[''],True,False,creoro1
9138,creoro1-XC245236-5,5,/kaggle/input/birdclef-2025/train_audio/creoro1/XC245236.ogg,creoro1,[''],True,False,creoro1
9138,creoro1-XC245236-7,7,/kaggle/input/birdclef-2025/train_audio/creoro1/XC245236.ogg,creoro1,[''],True,False,creoro1
9138,creoro1-XC245236-9,9,/kaggle/input/birdclef-2025/train_audio/creoro1/XC245236.ogg,creoro1,[''],True,False,creoro1
9138,creoro1-XC245236-10,10,/kaggle/input/birdclef-2025/train_audio/creoro1/XC245236.ogg,creoro1,[''],True,False,creoro1
9139,creoro1-XC245385-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC245385.ogg,creoro1,[''],True,False,creoro1
9139,creoro1-XC245385-2,2,/kaggle/input/birdclef-2025/train_audio/creoro1/XC245385.ogg,creoro1,[''],True,False,creoro1
9139,creoro1-XC245385-4,4,/kaggle/input/birdclef-2025/train_audio/creoro1/XC245385.ogg,creoro1,[''],True,False,creoro1
9139,creoro1-XC245385-5,5,/kaggle/input/birdclef-2025/train_audio/creoro1/XC245385.ogg,creoro1,[''],True,False,creoro1
9139,creoro1-XC245385-6,6,/kaggle/input/birdclef-2025/train_audio/creoro1/XC245385.ogg,creoro1,[''],True,False,creoro1
9139,creoro1-XC245385-11,11,/kaggle/input/birdclef-2025/train_audio/creoro1/XC245385.ogg,creoro1,[''],True,False,creoro1
9141,creoro1-XC255550-1,1,/kaggle/input/birdclef-2025/train_audio/creoro1/XC255550.ogg,creoro1,[''],True,False,creoro1
9142,creoro1-XC255551-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC255551.ogg,creoro1,[''],True,False,creoro1
9144,creoro1-XC255553-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC255553.ogg,creoro1,[''],True,False,creoro1
9144,creoro1-XC255553-1,1,/kaggle/input/birdclef-2025/train_audio/creoro1/XC255553.ogg,creoro1,[''],True,False,creoro1
9144,creoro1-XC255553-3,3,/kaggle/input/birdclef-2025/train_audio/creoro1/XC255553.ogg,creoro1,[''],True,False,creoro1
9146,creoro1-XC259989-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC259989.ogg,creoro1,[''],True,False,creoro1
9151,creoro1-XC267908-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC267908.ogg,creoro1,[''],True,False,creoro1
9158,creoro1-XC299646-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC299646.ogg,creoro1,[''],True,False,creoro1
9162,creoro1-XC348809-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC348809.ogg,creoro1,[''],True,False,creoro1
9165,creoro1-XC353316-4,4,/kaggle/input/birdclef-2025/train_audio/creoro1/XC353316.ogg,creoro1,[''],True,False,creoro1
9165,creoro1-XC353316-6,6,/kaggle/input/birdclef-2025/train_audio/creoro1/XC353316.ogg,creoro1,[''],True,False,creoro1
9173,creoro1-XC386682-1,1,/kaggle/input/birdclef-2025/train_audio/creoro1/XC386682.ogg,creoro1,[''],True,False,creoro1
9177,creoro1-XC389345-1,1,/kaggle/input/birdclef-2025/train_audio/creoro1/XC389345.ogg,creoro1,[''],True,False,creoro1
9177,creoro1-XC389345-2,2,/kaggle/input/birdclef-2025/train_audio/creoro1/XC389345.ogg,creoro1,[''],True,False,creoro1
9177,creoro1-XC389345-5,5,/kaggle/input/birdclef-2025/train_audio/creoro1/XC389345.ogg,creoro1,[''],True,False,creoro1
9181,creoro1-XC402054-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC402054.ogg,creoro1,[''],True,False,creoro1
9187,creoro1-XC427851-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC427851.ogg,creoro1,[''],True,False,creoro1
9187,creoro1-XC427851-1,1,/kaggle/input/birdclef-2025/train_audio/creoro1/XC427851.ogg,creoro1,[''],True,False,creoro1
9187,creoro1-XC427851-2,2,/kaggle/input/birdclef-2025/train_audio/creoro1/XC427851.ogg,creoro1,[''],True,False,creoro1
9191,creoro1-XC437241-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC437241.ogg,creoro1,"['yercac1', 'grekis']",False,True,yercac1
9191,creoro1-XC437241-1,1,/kaggle/input/birdclef-2025/train_audio/creoro1/XC437241.ogg,creoro1,"['yercac1', 'grekis']",False,True,yercac1
9195,creoro1-XC443127-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC443127.ogg,creoro1,[''],True,False,creoro1
9202,creoro1-XC462236-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC462236.ogg,creoro1,['banana'],True,False,creoro1
9203,creoro1-XC466080-1,1,/kaggle/input/birdclef-2025/train_audio/creoro1/XC466080.ogg,creoro1,[''],True,False,creoro1
9207,creoro1-XC47999-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC47999.ogg,creoro1,[''],True,False,creoro1
9207,creoro1-XC47999-1,1,/kaggle/input/birdclef-2025/train_audio/creoro1/XC47999.ogg,creoro1,[''],True,False,creoro1
9207,creoro1-XC47999-2,2,/kaggle/input/birdclef-2025/train_audio/creoro1/XC47999.ogg,creoro1,[''],True,False,creoro1
9207,creoro1-XC47999-3,3,/kaggle/input/birdclef-2025/train_audio/creoro1/XC47999.ogg,creoro1,[''],True,False,creoro1
9207,creoro1-XC47999-4,4,/kaggle/input/birdclef-2025/train_audio/creoro1/XC47999.ogg,creoro1,[''],True,False,creoro1
9216,creoro1-XC494610-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC494610.ogg,creoro1,[''],True,False,creoro1
9218,creoro1-XC511504-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC511504.ogg,creoro1,[''],True,False,creoro1
9218,creoro1-XC511504-1,1,/kaggle/input/birdclef-2025/train_audio/creoro1/XC511504.ogg,creoro1,[''],True,False,creoro1
9223,creoro1-XC524058-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC524058.ogg,creoro1,[''],True,False,creoro1
9223,creoro1-XC524058-2,2,/kaggle/input/birdclef-2025/train_audio/creoro1/XC524058.ogg,creoro1,[''],True,False,creoro1
9223,creoro1-XC524058-3,3,/kaggle/input/birdclef-2025/train_audio/creoro1/XC524058.ogg,creoro1,[''],True,False,creoro1
9226,creoro1-XC538013-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC538013.ogg,creoro1,[''],True,False,creoro1
9226,creoro1-XC538013-2,2,/kaggle/input/birdclef-2025/train_audio/creoro1/XC538013.ogg,creoro1,[''],True,False,creoro1
9227,creoro1-XC538014-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC538014.ogg,creoro1,[''],True,False,creoro1
9233,creoro1-XC556100-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC556100.ogg,creoro1,[''],True,False,creoro1
9235,creoro1-XC569182-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC569182.ogg,creoro1,[''],True,False,creoro1
9243,creoro1-XC57159-3,3,/kaggle/input/birdclef-2025/train_audio/creoro1/XC57159.ogg,creoro1,[''],True,False,creoro1
9246,creoro1-XC573798-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC573798.ogg,creoro1,[''],True,False,creoro1
9248,creoro1-XC595879-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC595879.ogg,creoro1,[''],True,False,creoro1
9251,creoro1-XC664400-7,7,/kaggle/input/birdclef-2025/train_audio/creoro1/XC664400.ogg,creoro1,[''],True,False,creoro1
9253,creoro1-XC706300-7,7,/kaggle/input/birdclef-2025/train_audio/creoro1/XC706300.ogg,creoro1,"['strcuc1', 'yercac1', 'grekis']",True,False,creoro1
9256,creoro1-XC706315-2,2,/kaggle/input/birdclef-2025/train_audio/creoro1/XC706315.ogg,creoro1,"['greani1', 'stbwoo2']",True,False,creoro1
9256,creoro1-XC706315-34,34,/kaggle/input/birdclef-2025/train_audio/creoro1/XC706315.ogg,creoro1,"['greani1', 'stbwoo2']",True,False,creoro1
9257,creoro1-XC706321-10,10,/kaggle/input/birdclef-2025/train_audio/creoro1/XC706321.ogg,creoro1,"['pirfly1', 'labter1']",True,False,creoro1
9258,creoro1-XC706322-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC706322.ogg,creoro1,[''],True,False,creoro1
9258,creoro1-XC706322-3,3,/kaggle/input/birdclef-2025/train_audio/creoro1/XC706322.ogg,creoro1,[''],True,False,creoro1
9261,creoro1-XC706335-10,10,/kaggle/input/birdclef-2025/train_audio/creoro1/XC706335.ogg,creoro1,['blhpar1'],True,False,creoro1
9261,creoro1-XC706335-16,16,/kaggle/input/birdclef-2025/train_audio/creoro1/XC706335.ogg,creoro1,['blhpar1'],True,False,creoro1
9264,creoro1-XC744946-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC744946.ogg,creoro1,[''],True,False,creoro1
9271,creoro1-XC812354-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC812354.ogg,creoro1,[''],True,False,creoro1
9274,creoro1-XC817267-1,1,/kaggle/input/birdclef-2025/train_audio/creoro1/XC817267.ogg,creoro1,[''],True,False,creoro1
9277,creoro1-XC84632-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC84632.ogg,creoro1,['whbman1'],True,False,creoro1
9277,creoro1-XC84632-2,2,/kaggle/input/birdclef-2025/train_audio/creoro1/XC84632.ogg,creoro1,['whbman1'],True,False,creoro1
9277,creoro1-XC84632-3,3,/kaggle/input/birdclef-2025/train_audio/creoro1/XC84632.ogg,creoro1,['whbman1'],True,False,creoro1
9285,creoro1-XC912194-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/XC912194.ogg,creoro1,[''],True,False,creoro1
9294,creoro1-iNat273560-1,1,/kaggle/input/birdclef-2025/train_audio/creoro1/iNat273560.ogg,creoro1,[''],True,False,creoro1
9295,creoro1-iNat30509-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/iNat30509.ogg,creoro1,[''],True,False,creoro1
9297,creoro1-iNat31906-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/iNat31906.ogg,creoro1,[''],True,False,creoro1
9297,creoro1-iNat31906-1,1,/kaggle/input/birdclef-2025/train_audio/creoro1/iNat31906.ogg,creoro1,[''],True,False,creoro1
9305,creoro1-iNat494362-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/iNat494362.ogg,creoro1,[''],True,False,creoro1
9305,creoro1-iNat494362-2,2,/kaggle/input/birdclef-2025/train_audio/creoro1/iNat494362.ogg,creoro1,[''],True,False,creoro1
9305,creoro1-iNat494362-3,3,/kaggle/input/birdclef-2025/train_audio/creoro1/iNat494362.ogg,creoro1,[''],True,False,creoro1
9305,creoro1-iNat494362-4,4,/kaggle/input/birdclef-2025/train_audio/creoro1/iNat494362.ogg,creoro1,[''],True,False,creoro1
9306,creoro1-iNat51067-5,5,/kaggle/input/birdclef-2025/train_audio/creoro1/iNat51067.ogg,creoro1,[''],True,False,creoro1
9312,creoro1-iNat581620-7,7,/kaggle/input/birdclef-2025/train_audio/creoro1/iNat581620.ogg,creoro1,[''],True,False,creoro1
9313,creoro1-iNat595275-1,1,/kaggle/input/birdclef-2025/train_audio/creoro1/iNat595275.ogg,creoro1,[''],True,False,creoro1
9316,creoro1-iNat753120-0,0,/kaggle/input/birdclef-2025/train_audio/creoro1/iNat753120.ogg,creoro1,[''],True,False,creoro1
9750,grbhaw1-XC245454-1,1,/kaggle/input/birdclef-2025/train_audio/grbhaw1/XC245454.ogg,grbhaw1,[''],True,False,grbhaw1
9750,grbhaw1-XC245454-11,11,/kaggle/input/birdclef-2025/train_audio/grbhaw1/XC245454.ogg,grbhaw1,[''],True,False,grbhaw1
9751,grbhaw1-XC245472-5,5,/kaggle/input/birdclef-2025/train_audio/grbhaw1/XC245472.ogg,grbhaw1,[''],True,False,grbhaw1
9757,grbhaw1-XC288554-8,8,/kaggle/input/birdclef-2025/train_audio/grbhaw1/XC288554.ogg,grbhaw1,[''],True,False,grbhaw1
9780,grbhaw1-XC48400-0,0,/kaggle/input/birdclef-2025/train_audio/grbhaw1/XC48400.ogg,grbhaw1,[''],True,False,grbhaw1
9780,grbhaw1-XC48400-1,1,/kaggle/input/birdclef-2025/train_audio/grbhaw1/XC48400.ogg,grbhaw1,[''],True,False,grbhaw1
9781,grbhaw1-XC48401-0,0,/kaggle/input/birdclef-2025/train_audio/grbhaw1/XC48401.ogg,grbhaw1,[''],True,False,grbhaw1
9781,grbhaw1-XC48401-1,1,/kaggle/input/birdclef-2025/train_audio/grbhaw1/XC48401.ogg,grbhaw1,[''],True,False,grbhaw1
9789,grbhaw1-XC50582-0,0,/kaggle/input/birdclef-2025/train_audio/grbhaw1/XC50582.ogg,grbhaw1,[''],True,False,grbhaw1
9791,grbhaw1-XC556175-2,2,/kaggle/input/birdclef-2025/train_audio/grbhaw1/XC556175.ogg,grbhaw1,[''],True,False,grbhaw1
9822,grbhaw1-XC941415-1,1,/kaggle/input/birdclef-2025/train_audio/grbhaw1/XC941415.ogg,grbhaw1,[''],True,False,grbhaw1
9823,grbhaw1-XC958044-7,7,/kaggle/input/birdclef-2025/train_audio/grbhaw1/XC958044.ogg,grbhaw1,[''],True,False,grbhaw1
10024,greegr-XC277163-0,0,/kaggle/input/birdclef-2025/train_audio/greegr/XC277163.ogg,greegr,[''],True,False,greegr
10043,greegr-XC309393-1,1,/kaggle/input/birdclef-2025/train_audio/greegr/XC309393.ogg,greegr,[''],True,False,greegr
10413,grekis-XC115369-2,2,/kaggle/input/birdclef-2025/train_audio/grekis/XC115369.ogg,grekis,[''],True,False,grekis
10414,grekis-XC115734-1,1,/kaggle/input/birdclef-2025/train_audio/grekis/XC115734.ogg,grekis,[''],True,False,grekis
10414,grekis-XC115734-5,5,/kaggle/input/birdclef-2025/train_audio/grekis/XC115734.ogg,grekis,[''],True,False,grekis
10416,grekis-XC121412-5,5,/kaggle/input/birdclef-2025/train_audio/grekis/XC121412.ogg,grekis,[''],True,False,grekis
10416,grekis-XC121412-8,8,/kaggle/input/birdclef-2025/train_audio/grekis/XC121412.ogg,grekis,[''],True,False,grekis
10417,grekis-XC123376-1,1,/kaggle/input/birdclef-2025/train_audio/grekis/XC123376.ogg,grekis,[''],True,False,grekis
10422,grekis-XC129297-0,0,/kaggle/input/birdclef-2025/train_audio/grekis/XC129297.ogg,grekis,[''],True,False,grekis
10424,grekis-XC133666-1,1,/kaggle/input/birdclef-2025/train_audio/grekis/XC133666.ogg,grekis,[''],True,False,grekis
10454,grekis-XC170757-1,1,/kaggle/input/birdclef-2025/train_audio/grekis/XC170757.ogg,grekis,[''],True,False,grekis
10455,grekis-XC171684-0,0,/kaggle/input/birdclef-2025/train_audio/grekis/XC171684.ogg,grekis,[''],True,False,grekis
10455,grekis-XC171684-1,1,/kaggle/input/birdclef-2025/train_audio/grekis/XC171684.ogg,grekis,[''],True,False,grekis
10468,grekis-XC194634-1,1,/kaggle/input/birdclef-2025/train_audio/grekis/XC194634.ogg,grekis,[''],True,False,grekis
